detailFund.acronym,detailFund.tradingName,detailFund.tradingCode,detailFund.tradingCodeOthers,detailFund.cnpj,detailFund.classification,detailFund.webSite,detailFund.fundAddress,detailFund.fundPhoneNumberDDD,detailFund.fundPhoneNumber,detailFund.fundPhoneNumberFax,detailFund.positionManager,detailFund.managerName,detailFund.companyAddress,detailFund.companyPhoneNumberDDD,detailFund.companyPhoneNumber,detailFund.companyPhoneNumberFax,detailFund.companyEmail,detailFund.companyName,detailFund.quotaCount,detailFund.quotaDateApproved,detailFund.typeFNET,detailFund.codes,detailFund.codesOther,detailFund.segment,shareHolder.shareHolderName,shareHolder.shareHolderAddress,shareHolder.shareHolderPhoneNumberDDD,shareHolder.shareHolderPhoneNumber,shareHolder.shareHolderFaxNumber,shareHolder.shareHolderEmail,url
AGRX,FIAGRO AGRX ,AGRX11 ,,43951911000107,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.bancogenial.com/,"Praia de Botafogo, 228 - 9º andar, sl. 907 - CEP: 22250906 CIDADE: Rio de Janeiro UF: RJ",11,31068340,0,DIRETOR RESPONSAVEL                     ,RODRIGO GODOY                                               ,"Praia de Botafogo, 228 - 9º andar, sl. 907 - CEP: 22250906 CIDADE: Rio de Janeiro UF: RJ",11,31068340,0,rodrigo.godoy@bancogenial.com.vc,FDO INV CAD PRO AGRO EXES ARAGUAIA – FIAGRO IMOB  ,4725648,2022-12-09,,['AGRX11'],,,BANCO GENIAL S.A.                       ,"PRAIA DO BOTAFOGO, 228 - SALA 907 - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ",21,25400303,0,escrituracao@bancogenial.com,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6MzQsImlkZW50aWZpZXJGdW5kIjoiQUdSWCJ9
NEWL,FII NEWPORT ,NEWL11 ,,32527626000147,Financeiro e Outros/Fundos/Fundos Imobiliários,www.brasilplural.com,"N/I PRAIA DE BOTAFOGO, 228  -  - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,32068340,32068340,DIRETOR RESPONSAVEL,RODRIGO DE GODOY,"N/I PRAIA DE BOTAFOGO, 228  -  - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,32068340,32068340,atendimentocvm@brasilplural.com,NEWPORT LOGÍSTICA FDO INV. IMOB.                  ,2033099,2021-08-27,,['NEWL11'],,,BANCO GENIAL S.A.                       ,"PRAIA DO BOTAFOGO, 228 - SALA 907 - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ",21,25400303,0,escrituracao@bancogenial.com,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjMyNTI3NjI2MDAwMTQ3IiwiaWRlbnRpZmllckZ1bmQiOiJORVdMIn0=
AIEC,FII AUTONOMY,AIEC11 ,,35765826000126,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.modal.com.br,"PRAIA DE BOTAFOGO, 501 - BLOCO I - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",21,32237700,0,DIRETOR RESPONSAVEL                     ,EDUARDO CENTOLA,"PRAIA DE BOTAFOGO, 501 - BLOCO I - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",21,32237700,0,compliance.maf@modal.com.br,AUTONOMY EDIFÍCIOS CORPORATIVOS FUND. INV. IMOB.  ,4824987,2021-12-10,,['AIEC11'],,,BANCO MODAL S.A                         ,PRAIA DE BOTAFOGO 501 - BLOCO 1 - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32237700,0,fundosespeciais@modal.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjM1NzY1ODI2MDAwMTI2IiwiaWRlbnRpZmllckZ1bmQiOiJBSUVDIn0=
VDSV,FII VIC VIN ,,,43951875000181,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.bancogenial.com/,"Praia de Botafogo, 228 - 9º andar, sl. 907 - CEP: 22250145 CIDADE: Rio de Janeiro UF: RJ",11,32068340,0,DIRETOR RESPONSAVEL                     ,RODRIGO GODOY                                               ,"Praia de Botafogo, 228 - 9º andar, sl. 907 - CEP: 22250145 CIDADE: Rio de Janeiro UF: RJ",11,32068340,0,rodrigo.godoy@genial.com.vc,VIC DESENVOLVIMENTO VINTAGE 22/23 FDO DE INV IMOB ,120000,2022-08-16,,,,,BANCO GENIAL S.A.                       ,"PRAIA DO BOTAFOGO, 228 - SALA 907 - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ",21,25400303,0,escrituracao@bancogenial.com,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJjbnBqIjoiNDM5NTE4NzUwMDAxODEiLCJpZGVudGlmaWVyRnVuZCI6IlZEU1YiLCJ0eXBlRnVuZCI6N30=
VXXV,FII VX XVI  ,VXXV11 ,,30982974000189,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,Trusteedtvm.com.br/,"AV BRIGADEIRO FARIA LIMA, 3477 - 11 andar torre a - CEP: 4538133 CIDADE: SAO PAULO UF: SP",11,21974400,0,DIRETOR RESPONSAVEL                     ,ARTUR MARTINS DE FIGUEIREDO,"AV BRIGADEIRO FARIA LIMA 2277 152 - 2 ANDAR, 0 -  - CEP: 145200 CIDADE: SAO PAULO UF: SP",11,30307177,0,afigueiredo@trusteedtvm.com.br,VX XVI - FDO INV. IMOB.                           ,264200,2022-07-05,,['VXXV11'],,,PLANNER TRUSTEE DTVM LTDA               ,AV Brigadeiro Faria Lima 3900 - 10º andar - CEP: 4538132 Cidade: São Paulo UF: SP,11,21722600,0,afigueiredo@planner.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJWWFhWIn0=
EGAF,FIAGRO ECO  ,EGAF11 ,,41224330000148,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,WWW.VORTX.COM.BR,"R GILBERTO SABINO 215 - 4 ANDAR, 215 - 4 ANDAR - CEP: 5425020 CIDADE: SÃO PAULO UF: SP",11,30307177,0,DIRETOR RESPONSAVEL                     ,ERNANE DIVINO DOS SANTOS ALVES                              ,"R GILBERTO SABINO 215 - 4 ANDAR, 215 - 4 ANDAR - CEP: 5425020 CIDADE: SÃO PAULO UF: SP",11,30307177,0,admfundos@vortx.com.br,ECOAGRO I FDO INV CADEIAS PROD AGROIND FIAGRO IMOB,930114,2023-01-12,,['EGAF11'],,,VORTX DTVM LTDA.                        ,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 Cidade: SAO PAULO UF: SP,11,30307177,30307177,escrituracao@vortx.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6MzQsImlkZW50aWZpZXJGdW5kIjoiRUdBRiJ9
SNAG,FIAGRO SUNO ,SNAG11 ,,28152777000190,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.suno.com.br/asset/,"Av. Brg. Faria Lima, 1355 - 5º e 15º andares - CEP: 1452919 CIDADE: São Paulo UF: SP",11,28273615,0,DIRETOR RESPONSAVEL                     ,DANIEL DOLL LEMOS                                           ,"Av. Brg. Faria Lima, 1355 - 5º e 15º andares - CEP: 1452919 CIDADE: São Paulo UF: SP",11,28273615,0,administracao.fundos@singulare.com.br,SUNO AGRO - FIAGRO-IMOBILIÁRIO                    ,3000000,2022-11-30,,['SNAG11'],,,SINGULARE CORRETORA DE TITULOS E VALORES,"AV BRIG. FARIA LIMA, 1355 - 5.ANDAR - CEP: 1452002 Cidade: SÃO PAULO UF: SP",11,28273500,0,daniel@singulare.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJjbnBqIjoiMjgxNTI3NzcwMDAxOTAiLCJpZGVudGlmaWVyRnVuZCI6IlNOQUciLCJ0eXBlRnVuZCI6MzR9
PRSV,FII P VARGAS,PRSV11 ,,11281322000172,Financeiro e Outros/Fundos/Fundos Imobiliários,http://www.hedgeinvest.com.br/,N/I AV BRIGADEIRO FARIA LIMA 3600 -11 AND. CJ 112 3600 - 11º ANDAR - CJ 112 - CEP: 4538132 CIDADE: SÃO PAULO UF: SP,11,54125400,0,DIRETOR RESPONSAVEL,MARIA CECILIA CAZARREDO DE ANDRADE,N/I AV BRIGADEIRO FARIA LIMA 3600 -11 AND. CJ 112 3600 - 11º ANDAR - CJ 112 - CEP: 4538132 CIDADE: SÃO PAULO UF: SP,11,54125400,0,dtvm@hedgeinvest.com.br,PRESIDENTE VARGAS FDO INV IMOB                    ,195000,2009-10-27,,['PRSV11'],,,HEDGE INVESTMENTS DTVM LTDA             ,AV BRIGADEIRO FARIA LIMA 3600 - 11 AND.CJ 112 - CEP: 4538132 Cidade: SAO PAULO UF: SP,11,54125490,0,escrituracao@hedgeinvest.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjExMjgxMzIyMDAwMTcyIiwiaWRlbnRpZmllckZ1bmQiOiJQUlNWIn0=
SEED,FII HEDGE SD,SEED11 SEED13 ,,35689497000181,Financeiro e Outros/Fundos/Fundos Imobiliários,https://www.hedgeinvest.com.br/,N/I AV BRIGADEIRO FARIA LIMA 3600 -11 AND. CJ 112 3600 - 11º ANDAR   CJ 112 - CEP: 4538132 CIDADE: SÃO PAULO UF: SP,11,54125400,0,DIRETOR RESPONSAVEL,MARIA CECILIA CARRAZEDO DE ANDRADE,N/I AV BRIGADEIRO FARIA LIMA 3600 -11 AND. CJ 112 3600 - 11º ANDAR   CJ 112 - CEP: 4538132 CIDADE: SÃO PAULO UF: SP,11,54125400,0,dtvm@hedgeinvest.com.br,HEDGE SEED FUNDO DE INVESTIMENTO IMOBILIÁRIO      ,1640000,2021-12-23,,"['SEED11', 'SEED13']",,,HEDGE INVESTMENTS DTVM LTDA             ,AV BRIGADEIRO FARIA LIMA 3600 - 11 AND.CJ 112 - CEP: 4538132 Cidade: SAO PAULO UF: SP,11,54125490,0,escrituracao@hedgeinvest.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjM1Njg5NDk3MDAwMTgxIiwiaWRlbnRpZmllckZ1bmQiOiJTRUVEIn0=
CXTL,FII CX TRX  ,CXTL11 ,,12887506000143,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.caixa.gov.br,"PAULISTA, 2300 - 11.ANDAR - CEP: 1310300 CIDADE: SÃO PAULO UF: SP",11,35724600,35724600,DIRETOR RESPONSAVEL                     ,DANIEL CHRISTOVAO DA COSTA E SILVA,"PAULISTA, 2300 - 11 ANDAR - CEP: 1310300 CIDADE: SÃO PAULO UF: SP",11,35724600,35724600,fundosdeinvestimento@caixa.gov.br,FDO INV IMOB CAIXA SEQ LOGÍSTICA RENDA            ,53597,2011-11-28,,['CXTL11'],,,ITAU CORRETORA ACOES                    ,RUA BOA VISTA 176 - 1.SUBSOLO - CEP: 1013001 Cidade: SÃO PAULO UF: SP,11,30039285,0,investfone@itau-unibanco.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJDWFRMIn0=
HUCG,FII UNIMED C,HUCG11 ,,39347413000182,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.investcoop.com.br/,"Avenida Brigadeiro Faria Lima, 0 - 2º andar, Edifício Liége - CEP: 1452001 CIDADE: SÃO PAULO UF: SP",11,30354141,0,DIRETOR RESPONSAVEL                     ,FERNANDO FERREIRA DA SILVA TELLES                           ,"Avenida Brigadeiro Faria Lima, 0 - 2º andar, Edifício Liége - CEP: 1452001 CIDADE: SÃO PAULO UF: SP",11,30354141,0,fernandostelles@coinvalores.com.br,FDO INV IMOB HOSPITAL UNIMED CAMPINA GRANDE       ,1122000,2021-12-30,,['HUCG11'],,,BANCO DAYCOVAL S/A                      ,AV Paulista 1793 - CEP: 1311200 Cidade: São Paulo UF: SP,11,31381024,0,ricardo.gelbaum@bancodaycoval.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJIVUNHIn0=
JURO,SPARTA INFRA,JURO11 ,,42730834000100,Financeiro e Outros/Fundos/Fundos de Direitos Creditórios,,N/I PRAIA DE BOTAFOGO 501 - 5º ANDAR (PARTE) - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,11,33836910,0,DIRETOR RESPONSAVEL,ALLAN HADID,N/I PRAIA DE BOTAFOGO 501 - 5º ANDAR (PARTE) - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,11,33836910,0,ri.fundoslistados@btgpactual.com,SPARTA INFRA FIC FI INFRA RENDA FIXA CP           ,4718219,2022-11-24,,['JURO11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6MjcsImNucGoiOiI0MjczMDgzNDAwMDEwMCIsImlkZW50aWZpZXJGdW5kIjoiSlVSTyJ9
RCKF,FII ROCK    ,,,43010139000129,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.btgpactual.com/,"Praia de Botafogo, 501 - 5º ANDAR - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",21,32629600,0,DIRETOR RESPONSAVEL                     ,ALLAN HADID,"Praia de Botafogo, 501 - 5º ANDAR - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",21,32629600,0,sh-contato-fundoimobiliario@btgpactual.com,ROCK – FII FUNDO DE INVESTIMENTO IMOBILIÁRIO      ,1500000,2022-10-04,,,,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjQzMDEwMTM5MDAwMTI5IiwiaWRlbnRpZmllckZ1bmQiOiJSQ0tGIn0=
VIUR,FII VINCI IU,VIUR11 ,,36445587000190,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.brltrust.com.br,IGUATEMI - CEP: 1451011 CIDADE: SÃO PAULO UF: SP,11,48714378,0,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI                                 ,IGUATEMI - CEP: 1451011 CIDADE: SÃO PAULO UF: SP,11,48714378,0,fii@brltrust.com.br,VINCI IMÓVEIS URBANOS FDO. DE INV. IMOB.          ,26946220,2022-05-13,,['VIUR11'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjM2NDQ1NTg3MDAwMTkwIiwiaWRlbnRpZmllckZ1bmQiOiJWSVVSIn0=
LSAG,FIAGRO LESTE,LSAG11 ,,42592476000109,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.bancogenial.com,"Praia de Botafogo, 228 - Praia de Botafogo - CEP: 2225004 CIDADE: RIO DE JANEIRO UF: RJ",11,32068340,0,DIRETOR RESPONSAVEL                     ,RODRIGO GODOY                                               ,"Praia de Botafogo, 228 - Praia de Botafogo - CEP: 2225004 CIDADE: RIO DE JANEIRO UF: RJ",11,32068340,0,rodrigo.godoy@bancogenial.com,LESTE FDO INV CAD PROD AGROIND FIAGRO IMOB        ,809563,2022-11-09,,['LSAG11'],,,BANCO GENIAL S.A.                       ,"PRAIA DO BOTAFOGO, 228 - SALA 907 - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ",21,25400303,0,escrituracao@bancogenial.com,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6MzQsImlkZW50aWZpZXJGdW5kIjoiTFNBRyJ9
SBCL,FII SBCLOG  ,,,34471719000122,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.framcapital.com/,R Doutor Eduardo de Souza Aranha 153 - 4º and - CEP: 4543120 CIDADE: SÃO PAULO UF: SP,11,35143144,0,DIRETOR RESPONSAVEL                     ,ALBERTO GARCIA ROCHE                                        ,R Doutor Eduardo de Souza Aranha 153 - 4º and - CEP: 4543120 CIDADE: SÃO PAULO UF: SP,11,35143144,0,aroche@framcapitaldtvm.com,FRAM CAPITAL SBCLOG FDO. INV. IMOB.               ,50000,2021-02-18,,,,,FRAM CAPITAL DTVM S.A.                  ,R DR EDUARDO DE SOUZA ARANHA  153 - 4ºANDAR - CEP: 4543120 Cidade: SAO PAULO UF: SP,11,35133100,0,radib@framcapitaldtvm.com,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJjbnBqIjoiMzQ0NzE3MTkwMDAxMjIiLCJpZGVudGlmaWVyRnVuZCI6IlNCQ0wiLCJ0eXBlRnVuZCI6N30=
AIEC,FII AUTONOMY,AIEC11 ,,35765826000126,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.modal.com.br,"PRAIA DE BOTAFOGO, 501 - BLOCO I - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",21,32237700,0,DIRETOR RESPONSAVEL                     ,EDUARDO CENTOLA,"PRAIA DE BOTAFOGO, 501 - BLOCO I - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",21,32237700,0,compliance.maf@modal.com.br,AUTONOMY EDIFÍCIOS CORPORATIVOS FUND. INV. IMOB.  ,4824987,2021-12-10,,['AIEC11'],,,BANCO MODAL S.A                         ,PRAIA DE BOTAFOGO 501 - BLOCO 1 - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32237700,0,fundosespeciais@modal.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJBSUVDIn0=
VTPL,FII PLUS    ,,,15098422000119,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.btgpactual.com,PRAIA DE BOTAFOGO 501 - 5 ANDAR - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,11,33832513,0,DIRETOR RESPONSAVEL                     ,ALLAN HADID                                                 ,PRAIA DE BOTAFOGO 501 - 5 ANDAR - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,11,33832513,0,SH-contato-fundoimobiliario@btgpactual.com,FDO INV. IMOB. PLUS                               ,1386227,2021-12-21,,,,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJWVFBMIn0=
FMOF,FII MEMORIAL,FMOF11 ,,1633741000172,Financeiro e Outros/Fundos/Fundos Imobiliários,www.coinvalores.com.br,AV BRIGADEIRO FARIA LIMA 1800 -  Edifício Liége 2 andar - CEP: 1451001 CIDADE: SÃO PAULO UF: SP,11,303542141,0,DIRETOR RESPONSAVEL,FERNANDO FERREIRA DA SILVA TELLES,AV BRIGADEIRO FARIA LIMA 1800 - Edifício Liege 2 andar - CEP: 1451001 CIDADE: SÃO PAULO UF: SP,11,30354141,0,admfundoimobiliario@coinvalores.com.br,FDO INV IMOB MEMORIAL OFFICE                      ,508008,2008-06-30,,['FMOF11'],,,BANCO DAYCOVAL S/A                      ,AV Paulista 1793 - CEP: 1311200 Cidade: São Paulo UF: SP,11,31381024,0,ricardo.gelbaum@bancodaycoval.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJGTU9GIn0=
BZLI,FII BRREALTY,BZLI11 ,,14074706000102,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,,"R IGUATEMI 192 - 25 ANDAR, 192 - 25 ANDAR - CEP: 1451010 CIDADE: SÃO PAULO UF: SP",11,31130069,0,DIRETOR RESPONSAVEL                     ,ALEXANDRE FOGLIANO DA CUNHA                                 ,"R IGUATEMI 192 - 25 ANDAR, 192 - 25 ANDAR - CEP: 1451010 CIDADE: SÃO PAULO UF: SP",11,31130069,0,juridico@indigodtvm.com.br,BRAZIL REALTY FDO INV IMOB                        ,39751415,2022-02-10,,['BZLI11'],,,PLANNER CORRETORA DE VALORES S.A.       ,"R AVENIDA BRIGADEIRO FARIA LIMA, 3900 - 10 AN - CEP: 4538132 Cidade: SÃO PAULO UF: SP",11,21722600,30787264,corporativo@planner.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJCWkxJIn0=
VIFI,FII VINCI IF,VIFI11 ,,31547855000160,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.brltrust.com.br,IGUATEMI 151 - 19o ANDAR (PARTE) - CEP: 1451011 CIDADE: SAO PAULO UF: SP,11,31330350,31330350,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI                                 ,IGUATEMI 151 - 19o ANDAR (PARTE) - CEP: 1451011 CIDADE: SAO PAULO UF: SP,11,31330350,31330350,funds@brltrust.com.br,VINCI INSTRUMENTOS FINANCEIROS FDO INV IMOB - FII ,8089190,2022-04-26,,['VIFI11'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJWSUZJIn0=
BTLG,FII BTLG    ,BTLG11 ,,11839593000109,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,,"PRAIA DE BOTAFOGO, 501 - 5 ANDAR - CEP: 2250040 CIDADE: RIO DE JANEIRO UF: RJ",11,33832513,0,DIRETOR RESPONSAVEL                     ,ALLAN HADID                                                 ,"PRAIA DE BOTAFOGO, 501 - 5 ANDAR - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,33832513,0,SH-contato-fundoimobiliario@btgpactual.com,BTG PACTUAL LOGISTICA FDO INV IMOB - FII          ,21066892,2022-08-05,,['BTLG11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJCVExHIn0=
SPMO,FII SUPREMO ,SPMO11 ,,40225262000179,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.unitas.com.br/site/,"Avenida das Nações Unidas, 0 - conj. 111 - CEP: 4578908 CIDADE: São Paulo UF: SP",11,55083500,0,DIRETOR RESPONSAVEL                     ,CAROLINA ANDREA GARISTO GREGORIO                            ,"Avenida das Nações Unidas, 0 - conj. 111 - CEP: 4578908 CIDADE: São Paulo UF: SP",11,55083500,0,brcapital@brcapital.com.br,SUPREMO FUNDO DE INVESTIMENTO IMOBILIÁRIO         ,1806380,2022-09-01,,['SPMO11'],,,BR-CAPITAL DTVM S/A                     ,"AV DAS NAÇÕES UNIDAS, 11857 - CEP: 4578908 Cidade: SÃO PAULO UF: SP",11,55083500,0,crl@unitas.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJTUE1PIn0=
OIAG,FIAGRO INNOV,OIAG11 ,,41218352000103,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.ourinvestasset.com.br/,Av. Brg. Faria Lima - CEP: 1452919 CIDADE: SÃO PAULO UF: SP,11,28273500,0,DIRETOR RESPONSAVEL                     ,DANIEL DOLL LEMOS,Av. Brg. Faria Lima - CEP: 1452919 CIDADE: SÃO PAULO UF: SP,11,28273500,0,administracao.fundos@singulare.com.br,OURINVEST INNOVATION – FIAGRO IMOBILIÁRIO         ,4165891,2022-05-12,,['OIAG11'],,,SINGULARE CORRETORA DE TITULOS E VALORES,"AV BRIG. FARIA LIMA, 1355 - 5.ANDAR - CEP: 1452002 Cidade: SÃO PAULO UF: SP",11,28273500,0,daniel@singulare.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6MzQsImlkZW50aWZpZXJGdW5kIjoiT0lBRyJ9
BRCR,FII BC FUND ,BRCR11 ,,8924783000101,Financeiro e Outros/Fundos/Fundos Imobiliários,www.bcfund.com.br,N/I PRAIA DE BOTAFOGO 501 - 5 ANDAR - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,11,33833441,40814697,DIRETOR RESPONSAVEL,ALLAN HADID,AV BRIGADEIRO FARIA LIMA 3729 - 9 ANDAR - CEP: 4538133 CIDADE: SÃO PAULO UF: SP,11,33833441,40814697,sh-contato-fundoimobiliario@btgpactual.com,FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND  ,26638202,2020-09-09,,['BRCR11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJCUkNSIn0=
