,detailFund.acronym,detailFund.tradingName,detailFund.tradingCode,detailFund.tradingCodeOthers,detailFund.cnpj,detailFund.classification,detailFund.webSite,detailFund.fundAddress,detailFund.fundPhoneNumberDDD,detailFund.fundPhoneNumber,detailFund.fundPhoneNumberFax,detailFund.positionManager,detailFund.managerName,detailFund.companyAddress,detailFund.companyPhoneNumberDDD,detailFund.companyPhoneNumber,detailFund.companyPhoneNumberFax,detailFund.companyEmail,detailFund.companyName,detailFund.quotaCount,detailFund.quotaDateApproved,detailFund.typeFNET,detailFund.codes,detailFund.codesOther,detailFund.segment,shareHolder.shareHolderName,shareHolder.shareHolderAddress,shareHolder.shareHolderPhoneNumberDDD,shareHolder.shareHolderPhoneNumber,shareHolder.shareHolderFaxNumber,shareHolder.shareHolderEmail,url
0,RBLG,FII RBCAP LG,RBLG11 ,,35652227000104,Financeiro e Outros/Fundos/Fundos Imobiliários,www.btgpactual.com,N/I PRAIA DO BOTAFOGO 501 - 5 AND (PARTE) - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,11,33832826,0,DIRETOR RESPONSAVEL,ALLAN HADID,N/I PRAIA DO BOTAFOGO 501 - 5 AND (PARTE) - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,11,33832826,0,SH-contato-fundoimobiliario@btgpactual.com,RB CAPITAL LOGÍSTICO FDO. INV. IMOB.ye            ,640199,25/09/2020,,['RBLG11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjM1NjUyMjI3MDAwMTA0IiwiaWRlbnRpZmllckZ1bmQiOiJSQkxHIn0=
0,LIFE,FII LIFE    ,LIFE11 ,,39753295000102,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://vortx.com.br/,"RUA GILBERTO SABINO, 215 - 4º ANDAR - CEP: 5425020 CIDADE: SÃO PAULO UF: SP",11,30307177,0,DIRETOR RESPONSAVEL                     ,ERNANE ALVES DIVINO                                         ,"RUA GILBERTO SABINO, 215 - 4º ANDAR - CEP: 5425020 CIDADE: SÃO PAULO UF: SP",11,30307177,0,admfundos@vortx.com.br,LIFE CAPITAL PARTNERS FUNDO DE INVESTIMENTO IMOB  ,17110848,21/11/2022,,['LIFE11'],,,VORTX DTVM LTDA.                        ,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 Cidade: SAO PAULO UF: SP,11,30307177,30307177,escrituracao@vortx.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjM5NzUzMjk1MDAwMTAyIiwiaWRlbnRpZmllckZ1bmQiOiJMSUZFIn0=
0,KINP,FII EV KINEA,KINP11 ,,24070076000151,Financeiro e Outros/Fundos/Fundos Imobiliários,www.intrag.com.br,AV BRIGADEIRO FARIA LIMA 3400 - 10 ANDAR - CEP: 4538132 CIDADE: SÃO PAULO UF: SP,11,36312943,30726228,DIRETOR RESPONSAVEL,CARLOS AUGUSTO SALAMONDE,AV BRIGADEIRO FARIA LIMA 3400 - 10 ANDAR - CEP: 4538132 CIDADE: SÃO PAULO UF: SP,11,36312943,30726228,relacionamento.reguladores@itau-unibanco.com.br,EVEN PERMUTA KINEA FII - FDO INV IMOB             ,7281700,14/06/2017,,['KINP11'],,,ITAU CORRETORA ACOES                    ,RUA BOA VISTA 176 - 1.SUBSOLO - CEP: 1013001 Cidade: SÃO PAULO UF: SP,11,30039285,0,investfone@itau-unibanco.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjI0MDcwMDc2MDAwMTUxIiwiaWRlbnRpZmllckZ1bmQiOiJLSU5QIn0=
0,BPFF,FII ABSOLUTO,BPFF11 ,,17324357000128,Financeiro e Outros/Fundos/Fundos Imobiliários,www.gerafuturo.com.br,PÇ XV DE NOVEMBRO 20 - 12 ANDAR - CEP: 20010010 CIDADE: RIO DE JANEIRO UF: RJ,21,21699999,0,DIRETOR RESPONSAVEL,GUILHERME CHARNAUX GRUMSER,PÇ XV DE NOVEMBRO 20 - 12 ANDAR - CEP: 1311000 CIDADE: RIO DE JANEIRO UF: RJ,21,21699999,21699999,atendimentocvm@brasilplural.com,FDO INV IMOB BRASIL PLURAL ABSOLUTO FDO DE FUNDOS ,4492326,06/11/2020,,['BPFF11'],,,OLIVEIRA TRUST                          ,AV DAS AMÉRICAS 500 - BLOCO 13-GRUPO 205 - CEP: 22640100 Cidade: RIO DE JANEIRO UF: RJ,21,35140000,35140099,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJCUEZGIn0=
0,EQIR,FII EQI RECE,EQIR11 ,,41076380000125,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,WWW.BTGPACTUAL.COM,"PRAIA DE BOTAFOGO, 501 - 5 ANDAR (PARTE) - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,33832715,0,DIRETOR RESPONSAVEL                     ,ALLAN HADID                                                 ,"PRAIA DE BOTAFOGO, 501 - 5 ANDAR (PARTE) - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,33832715,0,OL-RI-Fundos-PSF@btgpactual.com,EQI RECEBÍVEIS IMOBILIÁRIOS FDO DE INV IMOBILIÁRIO,5025000,26/09/2022,,['EQIR11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJFUUlSIn0=
0,DCRA,FIAGRO DEVAN,DCRA11 ,,42888360000111,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,daycoval.com.br,PAULISTA - CEP: 1311200 CIDADE: SÃO PAULO UF: SP,11,31381300,0,DIRETOR RESPONSAVEL                     ,ERICK WARNER DE CARVALHO,PAULISTA - CEP: 131120 CIDADE: SÃO PAULO UF: SP,11,31381300,0,erick.carvalho@bancodaycoval.com.br,DEVANT FDO INV NAS CAD PROD  AGROIND – FIAGRO IMOB,6738905,01/02/2022,,['DCRA11'],,,BANCO DAYCOVAL S/A                      ,AV Paulista 1793 - CEP: 1311200 Cidade: São Paulo UF: SP,11,31381024,0,ricardo.gelbaum@bancodaycoval.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6MzQsImlkZW50aWZpZXJGdW5kIjoiRENSQSJ9
0,VTLT,FII VOT LOG ,VTLT11 ,,27368600000163,Financeiro e Outros/Fundos/Fundos Imobiliários,https://www.vam.com.br/,AV DAS NAÇÕES UNIDAS 14171 - TORRE A  11 AND - CEP: 4794000 CIDADE: SÃO PAULO UF: SP,11,51715359,51715057,DIRETOR RESPONSAVEL,ALEXANDRE LUIZ ZIMATH,AV DAS NAÇÕES UNIDAS 14171 - TORRE A  11 AND - CEP: 4794000 CIDADE: SÃO PAULO UF: SP,11,51715063,51715010,vam-cvm@vam.com.br,FDO INV IMOB VOTORANTIM LOGISTICA                 ,2115000,15/12/2017,,['VTLT11'],,,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.  ,AV DAS NAÇÕES UNIDAS 14171 - TORRE A/7.ANDAR - CEP: 4794970 Cidade: SÃO PAULO UF: SP,11,51715053,51715057,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJWVExUIn0=
0,RELG,FII REC LOG ,RELG11 ,,37112770000136,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.brltrust.com.br,"Iguatemi, 151 – 19º andar - CEP: 1451011 CIDADE: São Paulo UF: SP",11,31330350,0,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI                                 ,"Iguatemi, 151 – 19º andar - CEP: 1451011 CIDADE: São Paulo UF: SP",11,31330350,0,funds@brltrust.com.br,FDO INV. IMOB. REC LOGISTICA                      ,1334562,29/11/2021,,['RELG11'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJSRUxHIn0=
0,RNDP,FII BB R PAP,RNDP11 ,,15394563000189,Financeiro e Outros/Fundos/Fundos Imobiliários,www.vam.com.br,AV DAS NAÇÕES UNIDAS 14171 - TORRE A/7.ANDAR - CEP: 4794000 CIDADE: SÃO PAULO UF: SP,11,51715053,51715057,DIRETOR RESPONSAVEL,ALEXANDRE LUIZ ZIMATH,AV DAS NAÇÕES UNIDAS 14171 - TORRE A/ 7 ANDAR - CEP: 4794000 CIDADE: SÃO PAULO UF: SP,11,51715053,51715057,vam-cvm@vam.com.br,BB RENDA DE PAPÉIS IMOBILIÁRIOS FDO INV IMOB - FII,107481,14/03/2013,,['RNDP11'],,,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.  ,AV DAS NAÇÕES UNIDAS 14171 - TORRE A/7.ANDAR - CEP: 4794970 Cidade: SÃO PAULO UF: SP,11,51715053,51715057,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjE1Mzk0NTYzMDAwMTg5IiwiaWRlbnRpZmllckZ1bmQiOiJSTkRQIn0=
0,HGFF,FII CSHG FOF,HGFF11 ,,32784898000122,Financeiro e Outros/Fundos/Fundos Imobiliários,www.cshg.com.br,R LEOPOLDO COUTO DE MAGALHÃES JR 700  -  - CEP: 4542000 CIDADE: SÃO PAULO UF: SP,11,37018050,37018638,DIRETOR RESPONSAVEL,AUGUSTO MARTINS,R LEOPOLDO COUTO DE MAGALHÃES JR 700  -  - CEP: 4542000 CIDADE: SÃO PAULO UF: SP,11,37018050,37018638,list.imobiliario@cshg.com.br,CSHG IMOB. FOF - FDO INV. IMOB. - FII             ,2863597,30/09/2020,,['HGFF11'],,,ITAU CORRETORA ACOES                    ,RUA BOA VISTA 176 - 1.SUBSOLO - CEP: 1013001 Cidade: SÃO PAULO UF: SP,11,30039285,0,investfone@itau-unibanco.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJjbnBqIjoiMzI3ODQ4OTgwMDAxMjIiLCJpZGVudGlmaWVyRnVuZCI6IkhHRkYiLCJ0eXBlRnVuZCI6N30=
0,HGRS,FII CSHG RSD,,,41922239000104,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.cshg.com.br/site/index.seam,"LEOPOLDO COUTO DE MAGALHÃES JUNIOR, 700 - 11 ANDAR (PARTE) - CEP: 4245000 CIDADE: SÃO PAULO UF: SP",11,37016800,0,DIRETOR RESPONSAVEL                     ,AUGUSTO AFONSO MARTINS                                      ,"LEOPOLDO COUTO DE MAGALHÃES JUNIOR, 700 - 11 ANDAR (PARTE) - CEP: 4245000 CIDADE: SÃO PAULO UF: SP",11,37016800,0,LIST.IMOBILIARIO@CSHG.COM.BR,CSHG RESIDENCIAL FDO DE INV IMOB - FII            ,1492940,28/06/2022,,,,,ITAU CORRETORA ACOES                    ,RUA BOA VISTA 176 - 1.SUBSOLO - CEP: 1013001 Cidade: SÃO PAULO UF: SP,11,30039285,0,investfone@itau-unibanco.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjQxOTIyMjM5MDAwMTA0IiwiaWRlbnRpZmllckZ1bmQiOiJIR1JTIn0=
0,JPPA,FII JPPA CRI,JPPA11 ,,30982880000100,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,http://corretora.finaxis.com.br,"RUA PASTEUR, 463 - 11.andar - CEP: 80250104 CIDADE: SÃO PAULO UF: SP",41,30740909,0,DIRETOR RESPONSAVEL                     ,LUIS LOCASPI                                                ,"RUA PASTEUR, 463 - 11.andar - CEP: 80250104 CIDADE: SÃO PAULO UF: SP",41,30740909,0,admregulatorio@finaxis.com.br,JPP CAPITAL RECEBIVEIS IMOB. FDO. INVEST. IMOB.   ,904050,06/10/2022,,['JPPA11'],,,BANCO FINAXIS S.A.                      ,R PASTEUR 463 - 11 ANDAR. - CEP: 80250104 Cidade: CURITIBA UF: PR,41,30740909,30740938,escrituracao@finaxis.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJKUFBBIn0=
0,RZEO,FIAGRO RZEO ,,,45718511000181,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.genialinvestimentos.com.br/?kw=banco%20genial&utm_source=google-ads&utm_medium=search&ut,"AVENIDA Praia de Botafogo, 228 - 9º andar sala 907 - CEP: 22250145 CIDADE: RIO DE JANEIRO UF: RJ",11,32068340,0,DIRETOR RESPONSAVEL                     ,RODRIGO GODOY                                               ,"AVENIDA Praia de Botafogo, 228 - 9º andar sala 907 - CEP: 22250145 CIDADE: RIO DE JANEIRO UF: RJ",11,32068340,0,rodrigo.godoy@genial.com.vc,RIZA EOS FDO DE INV NAS CAD PROD - FIAGRO - IMOB  ,5500000,23/12/2022,,,,,BANCO GENIAL S.A.                       ,"PRAIA DO BOTAFOGO, 228 - SALA 907 - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ",21,25400303,0,escrituracao@bancogenial.com,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6MzQsImNucGoiOiI0NTcxODUxMTAwMDE4MSIsImlkZW50aWZpZXJGdW5kIjoiUlpFTyJ9
0,ARCT,FII ARCTIUM ,ARCT11 ,,28267696000136,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,,"BRIGADEIRO FARIA LIMA, 2277 - 2 ANDAR - CEP: 1452000 CIDADE: SÃO PAULO UF: SP",11,30307177,0,DIRETOR RESPONSAVEL                     ,ALLAN HADID                                                 ,"BRIGADEIRO FARIA LIMA, 2277 - 2 ANDAR - CEP: 1452000 CIDADE: SÃO PAULO UF: SP",11,30307177,0,ol-reguladores@btgpactual.com,RIZA ARCTIUM REAL ESTATE FDO INV IMOB             ,3708168,09/05/2022,,['ARCT11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjI4MjY3Njk2MDAwMTM2IiwiaWRlbnRpZmllckZ1bmQiOiJBUkNUIn0=
0,WTSP,FII WTC SP  ,WTSP11B ,,28693595000127,Financeiro e Outros/Fundos/Fundos Imobiliários,,AV PAULISTA 1728 -  - CEP: 1310919 CIDADE: SÃO PAULO UF: SP,11,40814444,0,DIRETOR RESPONSAVEL,DAVID ASSINE,AV PAULISTA 1728 -  - CEP: 1310919 CIDADE: SÃO PAULO UF: SP,11,40814444,0,fundos.imobiliarios@ourinvest.com.br,FDO INV IMOB - OURINVEST RE I                     ,992565,18/09/2017,,['WTSP11B'],,,ITAU CORRETORA ACOES                    ,RUA BOA VISTA 176 - 1.SUBSOLO - CEP: 1013001 Cidade: SÃO PAULO UF: SP,11,30039285,0,investfone@itau-unibanco.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJXVFNQIn0=
0,BVAR,FII B VAREJO,BVAR11 ,,21126204000143,Financeiro e Outros/Fundos/Fundos Imobiliários,www.riobravo.com.br,AV CHEDID JAFET 222 - BLOCO B - 3 ANDAR - CEP: 4551065 CIDADE: SÃO PAULO UF: SP,11,35096600,35096699,DIRETOR RESPONSAVEL,PAULO ANDRE PORTO BILYK,AV CHEDID JAFET 222 - BLOCO B - 3 ANDAR - CEP: 4551065 CIDADE: SÃO PAULO UF: SP,11,35096600,35096699,correspondencia@riobravo.com.br,FDO INV IMOB BRASIL VAREJO - FII                  ,625540,27/10/2014,,['BVAR11'],,,RIO BRAVO INVESTIMENTOS DTVM S.A.       ,"AV CHEDID JAFET, 222 - BLOCO B - 3.ANDAR - CEP: 4551065 Cidade: SAO PAULO UF: SP",11,35096600,0,escrituracao@riobravo.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjIxMTI2MjA0MDAwMTQzIiwiaWRlbnRpZmllckZ1bmQiOiJCVkFSIn0=
0,BRLA,FII BRLPROII,BRLA11 ,,35652278000128,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.btgpactual.com/asset-management/administracao-fiduciaria,PRAIA DO BOTAFOGO - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,11,33832681,0,DIRETOR RESPONSAVEL                     ,ALLAN HADID                                                 ,PRAIA DO BOTAFOGO - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,11,33832681,0,sh-contato-fundoimobiliario@btgpactual.com,FUNDO DE INVESTIMENTO IMOBILIÁRIO BRL PROP II     ,2585022,03/05/2022,,['BRLA11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjM1NjUyMjc4MDAwMTI4IiwiaWRlbnRpZmllckZ1bmQiOiJCUkxBIn0=
0,TELM,FII TELM    ,,,45188099000135,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.btgpactual.com/,"Praia de Botafogo, 501 - 5º ANDAR - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",21,32629600,0,DIRETOR RESPONSAVEL                     ,ALLAN HADID,"Praia de Botafogo, 501 - 5º ANDAR - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",21,32629600,0,sh-contatofundoimobiliario@btgpactual.com,TELLUS MULTIESTRATÉGIA – FDO INV IMOB             ,500000,07/10/2022,,,,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjQ1MTg4MDk5MDAwMTM1IiwiaWRlbnRpZmllckZ1bmQiOiJURUxNIn0=
0,HGFF,FII CSHG FOF,HGFF11 ,,32784898000122,Financeiro e Outros/Fundos/Fundos Imobiliários,www.cshg.com.br,R LEOPOLDO COUTO DE MAGALHÃES JR 700  -  - CEP: 4542000 CIDADE: SÃO PAULO UF: SP,11,37018050,37018638,DIRETOR RESPONSAVEL,AUGUSTO MARTINS,R LEOPOLDO COUTO DE MAGALHÃES JR 700  -  - CEP: 4542000 CIDADE: SÃO PAULO UF: SP,11,37018050,37018638,list.imobiliario@cshg.com.br,CSHG IMOB. FOF - FDO INV. IMOB. - FII             ,2863597,30/09/2020,,['HGFF11'],,,ITAU CORRETORA ACOES                    ,RUA BOA VISTA 176 - 1.SUBSOLO - CEP: 1013001 Cidade: SÃO PAULO UF: SP,11,30039285,0,investfone@itau-unibanco.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJIR0ZGIn0=
0,ESTQ,FII POLO II ,,,18497672000110,Financeiro e Outros/Fundos/Fundos Imobiliários,,"AV DAS AMERICAS 3434 - Bloco 07, Sala 201 - CEP: 22640102 CIDADE: RIO DE JANEIRO UF: RJ",21,35140000,0,DIRETOR RESPONSAVEL,JOSE ALEXANDRE COSTA DE FREITAS,"AV DAS AMERICAS 3434 - Bloco 07, Sala 201 - CEP: 22640102 CIDADE: RIO DE JANEIRO UF: RJ",21,35140000,0,ger2.fundos@oliveiratrust.com.br,FDO INV IMOB POLO ESTOQUE II - FII                ,44619577,15/04/2014,,,,,OLIVEIRA TRUST                          ,AV DAS AMÉRICAS 500 - BLOCO 13-GRUPO 205 - CEP: 22640100 Cidade: RIO DE JANEIRO UF: RJ,21,35140000,35140099,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJFU1RRIn0=
0,ONEF,FII THE ONE ,ONEF11 ,,12948291000123,Financeiro e Outros/Fundos/Fundos Imobiliários,www.riobravo.com.br,AV CHEDID JAFET 222 - 3 ANDAR - CEP: 4551065 CIDADE: SÃO PAULO UF: SP,11,21076637,21076699,DIRETOR RESPONSAVEL,PAULO ANDRÉ PORTO BILYK,AV CHEDID JAFET 222 - 3 ANDAR - CEP: 4551065 CIDADE: SÃO PAULO UF: SP,11,21076637,21076699,correspondencia@riobravo.com.br,FDO INV IMOB THE ONE                              ,911000,25/04/2018,,['ONEF11'],,,RIO BRAVO INVESTIMENTOS DTVM S.A.       ,"AV CHEDID JAFET, 222 - BLOCO B - 3.ANDAR - CEP: 4551065 Cidade: SAO PAULO UF: SP",11,35096600,0,escrituracao@riobravo.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJPTkVGIn0=
0,IRIM,FII IRIM    ,IRIM11 ,,41076564000195,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.btgpactual.com,Praia de Botafogo - CEP: 22250040 CIDADE: Rio de Janeiro UF: RJ,11,33832715,0,DIRETOR RESPONSAVEL                     ,Allan Hadid                                                 ,Praia de Botafogo - CEP: 22250040 CIDADE: Rio de Janeiro UF: RJ,11,33832715,0,SH-contatofundoimobiliario@btgpactual.com,IRIDIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO         ,1720000,16/03/2022,,['IRIM11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJJUklNIn0=
0,TJKB,FII TJK REND,TJKB11 ,,39714024000148,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,UNITAS.COM.BR,NAÇÕES UNIDAS - CEP: 4578908 CIDADE: SÃO PAULO UF: SP,11,55083500,0,DIRETOR RESPONSAVEL                     ,CAROLINA ANDREA GARISTO GREGORIO,NAÇÕES UNIDAS - CEP: 4578908 CIDADE: SÃO PAULO UF: SP,11,55083500,0,brcapital@brcapital.com.br,TJK RENDA IMOBILIÁRIA FDO INV IMOB                ,750000,14/12/2021,,['TJKB11'],,,BR-CAPITAL DTVM S/A                     ,"AV DAS NAÇÕES UNIDAS, 11857 - CEP: 4578908 Cidade: SÃO PAULO UF: SP",11,55083500,0,crl@unitas.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJUSktCIn0=
0,CVBI,FII VBI CRI ,CVBI11 ,,28729197000113,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.brltrust.com.br,IGUATEMI 151 - 19o ANDAR (PARTE) - CEP: 1451011 CIDADE: SAO PAULO UF: SP,11,31330350,31330350,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI                                 ,IGUATEMI 151 - 19o ANDAR (PARTE) - CEP: 1451011 CIDADE: SAO PAULO UF: SP,11,31330350,31330350,funds@brltrust.com.br,FDO INV. IMOB. VBI CRI                            ,10516005,12/05/2022,,['CVBI11'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjI4NzI5MTk3MDAwMTEzIiwiaWRlbnRpZmllckZ1bmQiOiJDVkJJIn0=
0,BBRC,FII BB CORP ,BBRC11 ,,12681340000104,Financeiro e Outros/Fundos/Fundos Imobiliários,www.vam.com.br,AV DAS NAÇÕES UNIDAS 14171 - TORRE A - 7 ANDAR - CEP: 4794000 CIDADE: SÃO PAULO UF: SP,11,51715053,51715057,DIRETOR RESPONSAVEL,ALEXANDRE LUIZ ZIMATH,AV DAS NAÇÕES UNIDAS 14171 - TORRE A - 7 ANDAR - CEP: 4794000 CIDADE: SÃO PAULO UF: SP,11,51715053,51715057,vam-cvm@vam.com.br,BB RENDA CORPORATIVA FDO INV IMOB - FII           ,1590000,14/06/2011,,['BBRC11'],,,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.  ,AV DAS NAÇÕES UNIDAS 14171 - TORRE A/7.ANDAR - CEP: 4794970 Cidade: SÃO PAULO UF: SP,11,51715053,51715057,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJCQlJDIn0=
0,GCRA,FIAGRO GLPG ,GCRA11 ,,37037297000170,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.singulare.com.br,"Brigadeiro Faria Lima, 1355 - 5º andar - CEP: 1452552 CIDADE: São Paulo UF: SP",11,28273615,0,DIRETOR RESPONSAVEL                     ,DANIEL DOLL LEMOS                                           ,"Brigadeiro Faria Lima, 1355 - 5º andar - CEP: 1452552 CIDADE: São Paulo UF: SP",11,28273615,0,administracao.fundos@singulare.com.br,GALÁPAGOS RECEBÍVEIS DO AGRONEGÓCIO – FIAGRO-IMOB ,1750865,07/06/2022,,['GCRA11'],,,SINGULARE CORRETORA DE TITULOS E VALORES,"AV BRIG. FARIA LIMA, 1355 - 5.ANDAR - CEP: 1452002 Cidade: SÃO PAULO UF: SP",11,28273500,0,daniel@singulare.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6MzQsImlkZW50aWZpZXJGdW5kIjoiR0NSQSJ9
